R,G,B,cebolla,manzana,limon,zanahoria
38,39,39,1,0,0,0
37,39,43,1,0,0,0
37,39,44,1,0,0,0
37,38,45,1,0,0,0
37,39,44,1,0,0,0
37,39,44,1,0,0,0
37,38,44,1,0,0,0
38,40,44,1,0,0,0
37,40,39,1,0,0,0
37,40,45,1,0,0,0
38,39,44,1,0,0,0
37,38,44,1,0,0,0
38,39,43,1,0,0,0
38,39,45,1,0,0,0
37,39,45,1,0,0,0
37,39,43,1,0,0,0
38,39,45,1,0,0,0
37,39,37,1,0,0,0
38,39,45,1,0,0,0
37,39,45,1,0,0,0
37,39,43,1,0,0,0
38,39,44,1,0,0,0
38,38,44,1,0,0,0
38,39,45,1,0,0,0
37,40,44,1,0,0,0
37,38,45,1,0,0,0
38,32,44,1,0,0,0
37,39,44,1,0,0,0
32,39,45,1,0,0,0
38,40,44,1,0,0,0
37,39,44,1,0,0,0
38,40,43,1,0,0,0
38,38,44,1,0,0,0
37,39,39,1,0,0,0
37,39,44,1,0,0,0
38,33,43,1,0,0,0
38,39,45,1,0,0,0
38,38,44,1,0,0,0
37,39,43,1,0,0,0
38,39,45,1,0,0,0
38,39,44,1,0,0,0
37,39,38,1,0,0,0
37,39,44,1,0,0,0
38,34,44,1,0,0,0
38,38,44,1,0,0,0
32,40,45,1,0,0,0
37,39,44,1,0,0,0
38,40,44,1,0,0,0
38,40,45,1,0,0,0
37,39,44,1,0,0,0
37,39,45,1,0,0,0
38,40,44,1,0,0,0
37,39,45,1,0,0,0
37,39,43,1,0,0,0
38,39,45,1,0,0,0
38,39,44,1,0,0,0
38,39,43,1,0,0,0
38,39,44,1,0,0,0
37,39,43,1,0,0,0
37,38,45,1,0,0,0
37,39,44,1,0,0,0
37,39,45,1,0,0,0
38,39,45,1,0,0,0
38,39,46,1,0,0,0
37,39,44,1,0,0,0
38,39,44,1,0,0,0
37,39,44,1,0,0,0
38,39,45,1,0,0,0
37,39,44,1,0,0,0
38,39,45,1,0,0,0
38,38,44,1,0,0,0
37,34,44,1,0,0,0
37,39,43,1,0,0,0
38,39,44,1,0,0,0
37,39,45,1,0,0,0
38,39,43,1,0,0,0
38,40,45,1,0,0,0
37,38,44,1,0,0,0
38,39,39,1,0,0,0
38,39,44,1,0,0,0
37,33,45,1,0,0,0
38,38,45,1,0,0,0
33,40,44,1,0,0,0
37,39,45,1,0,0,0
37,40,44,1,0,0,0
38,40,45,1,0,0,0
38,39,43,1,0,0,0
38,39,45,1,0,0,0
38,39,45,1,0,0,0
37,39,44,1,0,0,0
37,40,44,1,0,0,0
37,38,45,1,0,0,0
38,39,45,1,0,0,0
37,39,44,1,0,0,0
37,39,44,1,0,0,0
37,39,45,1,0,0,0
38,39,44,1,0,0,0
37,39,38,1,0,0,0
37,39,44,1,0,0,0
37,39,43,1,0,0,0
37,39,44,1,0,0,0
37,39,44,1,0,0,0
37,39,44,1,0,0,0
38,39,44,1,0,0,0
37,40,44,1,0,0,0
38,39,43,1,0,0,0
37,40,43,1,0,0,0
37,39,44,1,0,0,0
38,39,43,1,0,0,0
38,39,44,1,0,0,0
37,33,44,1,0,0,0
38,33,43,1,0,0,0
37,39,44,1,0,0,0
37,39,43,1,0,0,0
37,39,44,1,0,0,0
37,39,43,1,0,0,0
38,39,45,1,0,0,0
38,39,44,1,0,0,0
37,40,44,1,0,0,0
37,40,43,1,0,0,0
38,39,45,1,0,0,0
37,33,44,1,0,0,0
37,39,44,1,0,0,0
37,39,44,1,0,0,0
37,39,44,1,0,0,0
38,39,44,1,0,0,0
37,40,45,1,0,0,0
37,39,44,1,0,0,0
38,39,44,1,0,0,0
37,38,45,1,0,0,0
37,33,44,1,0,0,0
37,39,44,1,0,0,0
36,39,45,1,0,0,0
37,40,44,1,0,0,0
38,40,44,1,0,0,0
37,40,45,1,0,0,0
38,39,38,1,0,0,0
38,39,44,1,0,0,0
37,39,43,1,0,0,0
38,39,44,1,0,0,0
37,39,44,1,0,0,0
31,39,45,1,0,0,0
38,40,44,1,0,0,0
37,39,46,1,0,0,0
38,39,45,1,0,0,0
38,40,39,1,0,0,0
37,39,44,1,0,0,0
37,40,44,1,0,0,0
37,40,44,1,0,0,0
37,33,43,1,0,0,0
38,39,43,1,0,0,0
38,40,45,1,0,0,0
37,40,44,1,0,0,0
38,39,44,1,0,0,0
37,39,45,1,0,0,0
37,39,44,1,0,0,0
37,39,43,1,0,0,0
37,39,45,1,0,0,0
38,38,45,1,0,0,0
37,39,44,1,0,0,0
37,38,44,1,0,0,0
38,38,44,1,0,0,0
38,40,45,1,0,0,0
38,39,44,1,0,0,0
38,39,44,1,0,0,0
37,39,44,1,0,0,0
38,39,44,1,0,0,0
38,39,44,1,0,0,0
37,39,44,1,0,0,0
38,39,45,1,0,0,0
37,39,44,1,0,0,0
38,39,43,1,0,0,0
38,39,44,1,0,0,0
38,39,44,1,0,0,0
37,40,44,1,0,0,0
37,39,44,1,0,0,0
37,39,44,1,0,0,0
37,36,45,1,0,0,0
37,39,44,1,0,0,0
32,39,44,1,0,0,0
38,39,44,1,0,0,0
37,40,44,1,0,0,0
37,40,45,1,0,0,0
37,40,45,1,0,0,0
38,39,44,1,0,0,0
37,39,44,1,0,0,0
38,40,44,1,0,0,0
38,39,45,1,0,0,0
38,39,44,1,0,0,0
37,39,44,1,0,0,0
37,39,45,1,0,0,0
37,38,45,1,0,0,0
37,40,44,1,0,0,0
37,38,44,1,0,0,0
38,39,44,1,0,0,0
37,40,44,1,0,0,0
37,40,45,1,0,0,0
37,39,45,1,0,0,0
37,39,44,1,0,0,0
38,39,43,1,0,0,0
37,40,45,1,0,0,0
37,39,45,1,0,0,0
38,39,43,1,0,0,0
38,40,44,1,0,0,0
37,39,43,1,0,0,0
38,40,45,1,0,0,0
38,39,44,1,0,0,0
37,39,45,1,0,0,0
37,39,44,1,0,0,0
33,38,44,1,0,0,0
37,40,44,1,0,0,0
37,39,44,1,0,0,0
38,40,44,1,0,0,0
38,38,45,1,0,0,0
38,39,45,1,0,0,0
38,39,45,1,0,0,0
34,40,45,1,0,0,0
37,39,45,1,0,0,0
37,39,43,1,0,0,0
37,38,43,1,0,0,0
37,38,45,1,0,0,0
37,40,45,1,0,0,0
37,35,43,1,0,0,0
38,39,45,1,0,0,0
38,38,45,1,0,0,0
37,40,44,1,0,0,0
37,39,44,1,0,0,0
38,38,45,1,0,0,0
37,39,44,1,0,0,0
37,39,45,1,0,0,0
38,39,44,1,0,0,0
38,40,45,1,0,0,0
37,40,44,1,0,0,0
32,38,45,1,0,0,0
37,39,45,1,0,0,0
37,39,44,1,0,0,0
